"CatalogueNumber","North","East","L","Depth (low)","FS No.","S No.","Description"
"2584","300","302","15","55.62","21","","Water Screen Bone"
"2584","300","302","15","55.62","21","","Water Screen Bone"
"2584","300","302","15","55.62","21",,"Water Screen Bone"
"2585","300","303","1","54.24","1","","Water Screen Bone"
"2585","300","303","1","54,24","1","","Water Screen Bone"
"2585","300","303","1","54.24","1",,"Water Screen Bone"
"2586","300","303","2","54.4","2","","Water Screen Bone"
"2586","300","303","2","54.4","2","","Water Screen Bone"
"2586","300","303","2","54.4","2",,"Water Screen Bone"
"2587","300","303","3","54.5","3","","Water Screen Bone"
"2587","300","303","3","54.5","3","","Water Screen Bone"
"2587","300","303","3","54.5","3",,"Water Screen Bone"
"2588","300","303","4","54.6","4","","Water Screen Bone"
"2588","300","303","4","54.6","4","","Water Screen Bone"
"2588","300","303","4","54.6","4",,"Water Screen Bone"
"2589","300","303","5","54.7","5","","Water Screen Bone"
"2589","300","303","5","54.7","5","","Water Screen Bone"
"2589","300","303","5","54.7","5",,"Water Screen Bone"
"2590","300","303","6","54.8","7","","Water Screen Bone"
"2590","300","303","6","54.8","7","","Water Screen Bone"
"2590","300","303","6","54.8","7",,"Water Screen Bone"
"2591","300","303","7","54.9","8","","Water Screen Bone"
"2591","300","303","7","54.9","8","","Water Screen Bone"
"2591","300","303","7","54.9","8",,"Water Screen Bone"
"2592","300","303","8","55.0","10","","Water Screen Bone"
"2592","300","303","8","55.0","10","","Water Screen Bone"
"2592","300","303","8","55.0","10",,"Water Screen Bone"
"2593","300","303","9","55.1","12","","Water Screen Bone Ided pulled with regular bone as bag 2/2"
"2593","300","303","9","55.1","12","","Water Screen Bone"
"2593","300","303","9","55.1","12",,"Water Screen Bone"
"2594","300","303","10","55.2","14","","Water Screen Bone"
"2594","300","303","10","55.2","14","","Water Screen Bone"
"2594","300","303","10","55.2","14",,"Water Screen Bone"
"2595","300","303","11","55.3","16","","Water Screen Bone"
"2595","300","303","11","55.3","16","","Water Screen Bone"
"2595","300","303","11","55.3","16",,"Water Screen Bone"
"2596","300","303","12","55.4","17","","Water Screen Bone"
"2596","300","303","12","55.4","17","","Water Screen Bone"
"2596","300","303","12","55.4","17",,"Water Screen Bone"
"2597","300","303","13","55.5","18","","Water Screen Bone Ided pulled with regular bone as bag 2/2"
"2597","300","303","13","55.5","18","","Water Screen Bone"
"2597","300","303","13","55.5","18",,"Water Screen Bone"
"2598","300","303","14","55.67","19","","Water Screen Bone"
"2598","300","303","14","55.67","19","","Water Screen Bone"
"2598","300","303","14","55.67","19",,"Water Screen Bone"
"2599","300","304","1","54.5","1","","Water Screen Bone"
"2599","300","304","1","54.5","1","","Water Screen Bone"
"2599","300","304","1","54.5","1",,"Water Screen Bone"
"2600","300","304","2","54.6","2","","Water Screen Bone"
"2600","300","304","2","54.6","2","","Water Screen Bone"
"2600","300","304","2","54.6","2",,"Water Screen Bone"
"*2607","300","304","9","55.3","","14","Water Screen Bone"
"*S out of sequence","","","","","","",""
"2601","300","304","3","54.7","","3","Water Screen Bone"
"2601","300","304","3","54.7",,"3","Water Screen Bone"
"2601","300","304","3","54.7",,"3","Water Screen Bone"
"2602","300","304","4","54.8","","4","Water Screen Bone"
"2602","300","304","4","54.8",,"4","Water Screen Bone"
"2602","300","304","4","54.8",,"4","Water Screen Bone"
"2603","300","304","5","54.9","","5","Water Screen Bone"
"2603","300","304","5","54.9",,"5","Water Screen Bone"
"2603","300","304","5","54.9",,"5","Water Screen Bone"
"2604","300","304","6","55.0","","6","Water Screen Bone"
"2604","300","304","6","55.0",,"6","Water Screen Bone"
"2604","300","304","6","55.0",,"6","Water Screen Bone"
"2605","300","304","7","55.1","","7","Water Screen Bone"
"2605","300","304","7","55.1",,"7","Water Screen Bone"
"2605","300","304","7","55.1",,"7","Water Screen Bone"
"2606","300","304","8","55.2","","8","Water Screen Bone"
"2606","300","304","8","55.2",,"8","Water Screen Bone"
"2606","300","304","8","55.2",,"8","Water Screen Bone"
"2608","300","304","10","55.4","","9","Water Screen Bone"
"2608","300","304","10","55.4",,"9","Water Screen Bone"
"2608","300","304","10","55.4",,"9","Water Screen Bone"
"2609","300","304","11","55.5","","10","Water Screen Bone"
"2609","300","304","11","55.5",,"10","Water Screen Bone"
"2609","300","304","11","55.5",,"10","Water Screen Bone"
"2610","300","304","12","55.6","","11","Water Screen Bone"
"2610","300","304","12","55.6",,"11","Water Screen Bone"
"2610","300","304","12","55.6",,"11","Water Screen Bone"
"2611","300","304","13","55.7","","12","Water Screen Bone"
"2611","300","304","13","55.7",,"12","Water Screen Bone"
"2611","300","304","13","55.7",,"12","Water Screen Bone"
"2612","300","304","14","55.97","","13","Water Screen Bone"
"2612","300","304","14","55.97",,"13","Water Screen Bone"
"2612","300","304","14","55.97",,"13","Water Screen Bone"
"2613","300","305","1","54.5","","1","Water Screen Bone"
"2613","300","305","1","54.5",,"1","Water Screen Bone"
"2613","300","305","1","54.5",,"1","Water Screen Bone"
"2614","300","305","2","54.6","","2","Water Screen Bone"
"2614","300","305","2","54.6",,"2","Water Screen Bone"
"2614","300","305","2","54.6",,"2","Water Screen Bone"
"2615","300","305","3","54.7","","3","Water Screen Bone"
"2615","300","305","3","54.7",,"3","Water Screen Bone"
"2615","300","305","3","54.7",,"3","Water Screen Bone"
"2616","300","305","4","54.8","","4","Water Screen Bone"
"2616","300","305","4","54.8",,"4","Water Screen Bone"
"2616","300","305","4","54.8",,"4","Water Screen Bone"
"2617","300","305","5","54.9","","5","Water Screen Bone"
"2617","300","305","5","54.9",,"5","Water Screen Bone"
"2617","300","305","5","54.9",,"5","Water Screen Bone"
"2618","300","305","6","55.0","","6","Water Screen Bone"
"2618","300","305","6","55.0",,"6","Water Screen Bone"
"2618","300","305","6","55.0",,"6","Water Screen Bone"
"2619","300","305","7","55.1","","7","Water Screen Bone"
"2619","300","305","7","55.1",,"7","Water Screen Bone"
"2619","300","305","7","55.1",,"7","Water Screen Bone"
"2620","300","305","8","55.2","","8","Water Screen Bone"
"2620","300","305","8","55.2",,"8","Water Screen Bone"
"2620","300","305","8","55.2",,"8","Water Screen Bone"
"2621","300","305","9","55.3","","9","Water Screen Bone"
"2621","300","305","9","55.3",,"9","Water Screen Bone"
"2621","300","305","9","55.3",,"9","Water Screen Bone"
"2622","300","305","10","55.4","","10","Water Screen Bone"
"2622","300","305","10","55.4",,"10","Water Screen Bone"
"2622","300","305","10","55.4",,"10","Water Screen Bone"
"2623","300","305","11","55.5","","11","Water Screen Bone"
"2623","300","305","11","55.5",,"11","Water Screen Bone"
"2623","300","305","11","55.5",,"11","Water Screen Bone"
"2624","300","305","12","55.6","","12","Water Screen Bone"
"2624","300","305","12","55.6",,"12","Water Screen Bone"
"2624","300","305","12","55.6",,"12","Water Screen Bone"
"2625","300","305","13","55.7","","13","Water Screen Bone"
"2625","300","305","13","55.7",,"13","Water Screen Bone"
"2625","300","305","13","55.7",,"13","Water Screen Bone"
"2626","300","305","14","55.8","","14","Water Screen Bone"
"2626","300","305","14","55.8","","14","Water Screen Bone"
"2626","300","305","14","55.8",,"14","Water Screen Bone"
"2627","300","305","15","55.99","","15","Water Screen Bone"
"2627","300","305","15","55.99","","15","Water Screen Bone"
"2627","300","305","15","55.99",,"15","Water Screen Bone"
"2628","300","306","2","55.0","","1","Water Screen Bone"
"2628","300","306","2","55.0","","1","Water Screen Bone"
"2628","300","306","2","55.0",,"1","Water Screen Bone"
"2629","300","306","3","55.1","","2","Water Screen Bone"
"2629","300","306","3","55.1","","2","Water Screen Bone"
"2629","300","306","3","55.1",,"2","Water Screen Bone"
"2630","300","306","4","55.2","","3","Water Screen Bone"
"2630","300","306","4","55.2","","3","Water Screen Bone"
"2630","300","306","4","55.2",,"3","Water Screen Bone"
"2631","300","306","5","55.3","","4","Water Screen Bone"
"2631","300","306","5","55.3","","4","Water Screen Bone"
"2631","300","306","5","55.3",,"4","Water Screen Bone"
"2632","300","306","6","55.4","","5","Water Screen Bone"
"2632","300","306","6","55.4","","5","Water Screen Bone"
"2632","300","306","6","55.4",,"5","Water Screen Bone"
"2633","300","306","7","55.5","","6","Water Screen Bone"
"2633","300","306","7","55.5","","6","Water Screen Bone"
"2633","300","306","7","55.5",,"6","Water Screen Bone"
"2634","300","306","8","55.6","","7","Water Screen Bone"
"2634","300","306","8","55.6","","7","Water Screen Bone"
"2634","300","306","8","55.6",,"7","Water Screen Bone"
"2635","300","306","9","55.7","","8","Water Screen Bone"
"2635","300","306","9","55.7","","8","Water Screen Bone"
"2635","300","306","9","55.7",,"8","Water Screen Bone"
"2636","300","306","10","55.8","","9","Water Screen Bone"
"2636","300","306","10","55.8","","9","Water Screen Bone"
"2636","300","306","10","55.8",,"9","Water Screen Bone"
"2637","300","306","11","55.9","","10","Water Screen Bone IDed pulled with regular bone as bag 2/2"
"2637","300","306","11","55.9","","10","Water Screen Bone"
"2637","300","306","11","55.9",,"10","Water Screen Bone"
"2638","300","306","12","56.16","","11","Water Screen Bone"
"2638","300","306","12","56.16","","11","Water Screen Bone"
"2638","300","306","12","56.16",,"11","Water Screen Bone"
"2639","301","300","1","54.1","","1","Water Screen Bone IDed pulled with regular bone as bag 2/2"
"2639","301","300","1","54.1","","1","Water Screen Bone"
"2639","301","300","1","54.1",,"1","Water Screen Bone"
"2640","301","300","2","54.2","","2","Water Screen Bone"
"2640","301","300","2","54.2","","2","Water Screen Bone"
"2640","301","300","2","54.2",,"2","Water Screen Bone"
"2641","301","300","3","54.3","","3","Water Screen Bone"
"2641","301","300","3","54.3","","3","Water Screen Bone"
"2641","301","300","3","54.3",,"3","Water Screen Bone"
"2642","301","300","4","54.4","","4","Water Screen Bone"
"2642","301","300","4","54.4","","4","Water Screen Bone"
"2642","301","300","4","54.4",,"4","Water Screen Bone"
"2643","301","300","5","54.5","","5","Water Screen Bone IDed pulled with regular bone as bag 2/2"
"2643","301","300","5","54.5","","5","Water Screen Bone"
"2643","301","300","5","54.5",,"5","Water Screen Bone"
"2644","301","300","6","54.6","","6","Water Screen Bone"
"2644","301","300","6","54.6","","6","Water Screen Bone"
"2644","301","300","6","54.6",,"6","Water Screen Bone"
"2645","301","300","7","54.7","","7","Water Screen Bone"
"2645","301","300","7","54.7","","7","Water Screen Bone"
"2645","301","300","7","54.7",,"7","Water Screen Bone"
"2646","301","300","8","54.8","","8","Water Screen Bone"
"2646","301","300","8","54.8","","8","Water Screen Bone"
"2646","301","300","8","54.8",,"8","Water Screen Bone"
"2647","301","300","9","54.9","","9","Water Screen Bone"
"2647","301","300","9","54.9","","9","Water Screen Bone"
"2647","301","300","9","54.9",,"9","Water Screen Bone"
"2648","301","300","10","55.0","","10","Water Screen Bone IDed pulled with regular bone as bag 2/2"
"2648","301","300","10","55.0","","10","Water Screen Bone"
"2648","301","300","10","55.0",,"10","Water Screen Bone"
"2649","301","300","11","55.1","","11","Water Screen Bone"
"2649","301","300","11","55.1","","11","Water Screen Bone"
"2649","301","300","11","55.1",,"11","Water Screen Bone"
"2650","301","300","12","55.2","","12","Water Screen Bone"
"2650","301","300","12","55.2","","12","Water Screen Bone"
"2650","301","300","12","55.2",,"12","Water Screen Bone"
"2651","301","301","1","54.1","","1","Water Screen Bone"
"2651","301","301","1","54.1",,"1","Water Screen Bone"
"2651","301","301","1","54.1",,"1","Water Screen Bone"
"2652","301","301","2","54.2","","2","Water Screen Bone"
"2652","301","301","2","54.2",,"2","Water Screen Bone"
"2652","301","301","2","54.2",,"2","Water Screen Bone"
"2653","301","301","3","54.3","","3","Water Screen Bone"
"2653","301","301","3","54.3",,"3","Water Screen Bone"
"2653","301","301","3","54.3",,"3","Water Screen Bone"
"2654","301","301","4","54.4","","4","Water Screen Bone"
"2654","301","301","4","54.4",,"4","Water Screen Bone"
"2654","301","301","4","54.4",,"4","Water Screen Bone"
"2655","301","301","5","54.5","","5","Water Screen Bone"
"2655","301","301","5","54.5",,"5","Water Screen Bone"
"2655","301","301","5","54.5",,"5","Water Screen Bone"
"2656","301","301","6","54.6","","6","Water Screen Bone"
"2656","301","301","6","54.6",,"6","Water Screen Bone"
"2656","301","301","6","54.6",,"6","Water Screen Bone"
"2657","301","301","7.1","54.7","","7","Water Screen Bone"
"2657","301","301","7.1","54.7",,"7","Water Screen Bone"
"2657","301","301","7.1","54.7",,"7","Water Screen Bone"
"2658","301","301","8.1","54.7","","11","Water Screen Bone"
"2658","301","301","8.1","54.7",,"11","Water Screen Bone"
"2658","301","301","8.1","54.7",,"11","Water Screen Bone"
"2659","301","301","9.1","54.8","","15","Water Screen Bone"
"2659","301","301","9.1","54.8",,"15","Water Screen Bone"
"2659","301","301","9.1","54.8",,"15","Water Screen Bone"
"2660","301","301","10","54.9","","16","Water Screen Bone"
"2660","301","301","10","54.9",,"16","Water Screen Bone"
"2660","301","301","10","54.9",,"16","Water Screen Bone"
"2661","301","301","11","55.0","","17","Water Screen Bone"
"2661","301","301","11","55.0",,"17","Water Screen Bone"
"2661","301","301","11","55.0",,"17","Water Screen Bone"
"2662","301","301","12","55.1","","18","Water Screen Bone"
"2662","301","301","12","55.1",,"18","Water Screen Bone"
"2662","301","301","12","55.1",,"18","Water Screen Bone"
"2663","301","301","13","55.2","","19","Water Screen Bone"
"2663","301","301","13","55.2",,"19","Water Screen Bone"
"2663","301","301","13","55.2",,"19","Water Screen Bone"
"2664","301","301","14","55.3","","20","Water Screen Bone"
"2664","301","301","14","55.3",,"20","Water Screen Bone"
"2664","301","301","14","55.3",,"10","Water Screen Bone"
"2665","301","301","15","55.4","","21","Water Screen Bone"
"2665","301","301","15","55.4",,"21","Water Screen Bone"
"2665","301","301","15","55.4",,"21","Water Screen Bone"
"2666","301","301","16","55.5","","13","Water Screen Bone"
"2666","301","301","16","55.5",,"23","Water Screen Bone"
"2666","301","301","16","55.5",,"23","Water Screen Bone"
"2667","301","302","1","54.3","","1","Water Screen Bone"
"2667","301","302","1","54.3",,"1","Water Screen Bone"
"2667","301","302","1","54.3",,"1","Water Screen Bone"
"2668","301","302","2","54.4","","2","Water Screen Bone"
"2668","301","302","2","54.4",,"2","Water Screen Bone"
"2668","301","302","2","54.4",,"2","Water Screen Bone"
"2669","301","302","3","54.5","","3","Water Screen Bone Ided pulled with regular bone as bag 2/2"
"2669","301","302","3","54.5",,"3","Water Screen Bone"
"2669","301","302","3","54.5",,"3","Water Screen Bone"
"2670","301","302","4","54.6","","4","Water Screen Bone"
"2670","301","302","4","54.6",,"4","Water Screen Bone"
"2670","301","302","4","54.6",,"4","Water Screen Bone"
"2671","301","302","5.1","54.7","","5","Water Screen Bone"
"2671","301","302","5.1","54.7",,"5","Water Screen Bone"
"2671","301","302","5.1","54.7",,"5","Water Screen Bone"
"2672","301","302","5.2","54.8","","6","Water Screen Bone"
"2672","301","302","5.2","54.8",,"6","Water Screen Bone"
"2672","301","302","5.2","54.8",,"6","Water Screen Bone"
"2673","301","302","6.1","54.7","","7","Water Screen Bone"
"2673","301","302","6.1","54.7",,"7","Water Screen Bone"
"2673","301","302","6.1","54.7",,"7","Water Screen Bone"
"2674","301","302","6.2","54.8","","8","Water Screen Bone"
"2674","301","302","6.2","54.8",,"8","Water Screen Bone"
"2674","301","302","6.2","54.8",,"8","Water Screen Bone"
"2675","301","302","6.3","54.9","","9","Water Screen Bone"
"2675","301","302","6.3","54.9",,"9","Water Screen Bone"
"2675","301","302","6.3","54.9",,"9","Water Screen Bone"
"2676","301","302","7","55.0","","11","Water Screen Bone"
"2676","301","302","7","55.0","","11","Water Screen Bone"
"2676","301","302","7","55.0",,"11","Water Screen Bone"
"2677","301","302","8","55.1","","12","Water Screen Bone"
"2677","301","302","8","55.1","","12","Water Screen Bone"
